augmented_tweet,label
"['# India, When will Maoists learn that jump trains volition not discourage Indian Govt. They need to abominate violence.']",0
"['This is what # IllegalImmigrants # Kuki narco - terrorists are doing to the indigenous # Meitei community every day. Wake up, # India! How long do we experience to suffer from their atrocious acts? What is going on in # Manipur? World health organization be going to protect the the great unwashed of Manipur? ""']",0
['A Mob Of Hindoo Extremists Lynch A Muslim Man Terminated The Suspicion Of Consuming Beef.'],0
"['A mob of 2, 000 attacked Muslim - owned attribute and mosques after a tribal charwoman personify allegedly sexually assaulted by a Moslem auto rickshaw number one wood in Jainoor village in Asifabad, Telangana.']",0
['India beats U. S. and China to go the fastest growing major thriftiness in the man (2024 )'],1
"[""@ RishiAlwani Sep 2 Republic of india gets some Astro Bot erotic love. The Mumbai underground be decked upward in Astro Bot in the run up to the game ' s launching. The last two PS5 games to get this treatment here be Spider - Isle of man 2 and God of State of war Ragnarok.""]",1
"[""Naidu constitute a feminist icon who conduce the agency for cleaning woman in Amerind politics and changed the lives of many Indians. Who inspires you this International Cleaning woman ' s Twenty four hours? # IWD2023 # IWD # SarojiniNaidu # FeministIcon # WomensRights # Pioneer # IndianIndependence # Right to vote""]",1
['Republic of india: BJP Lawgiver Nitesh Rane Threatens To Putting to death Bangladeshi Moslem Living In India Amid Political Upheaval In Bangladesh.'],0
"['@ ZeeNewsEnglish I english hawthorn non be a fan or follower of # Manojtiwari but his allegations might cost true. This kejru can go to any extent for his political ambitions, including pour down his own near & amp; dear one. He be the worst thing that happened to Indian politics.']",1
"[""Most # Indian Politicians see immediate gain. # People's republic of bangladesh who treat # Bangabandhu like this, will shortly bite politicians running voting bank factories in # India. Information technology ' s necessary to bolt down these from Assam, Jharkhand, # Delhi, # Chhattisgarh, # WestBengal. # BangladeshViolence""]",0
['Adani exportation mogul to Bangladesh. Adani is too developing the West Container Terminal in Colombo Port jointly with a Sri Lankan partner. Both incidents show why Adani is an Native american developer. No Native american company has resisted international criticism and politics similar Adani'],1
['@ mayankcricket Dear mayank. . We require to see you in permanently indian squad. . Unity think you embody hunt down with politics of the cricket. .. Anyway well chosen birthday Dear. .. Enjoy your daytime'],1
"['On this historic social occasion of Ram Mandir inauguration in Ayodhya, we strain our heartfelt congratulations to everyone. This event marks a meaning cultural moment, exemplifies ace & advancement. May this event inspire peace, successfulness, & harmony across communities. # RamMandir']",1
"[""Beware of online frauds in the name of Shri Ram Mandir VIP passes. Fraudster may convince you for Fake crack of VIP Incoming. Safety Tips: Do not download APK from unknown sources and don ' t detent any suspicious links. # Ayodhya # RamMandir # FakeAPK # TSCSB""]",1
['Single more Santhana Sampradhaya at Ayodhya Rama Mandira Tulasi Sankerrthane by Vidyarthis of Pejawara Matha at Ayodhya @ ShriRamTeerth # UdupiSriPejawaraMatha # MandalaPooje # # Ayodhya # RamMandir'],1
"[""After Mira Road clash significant security system measures have been apply in region. Police have detained a gentleman's gentleman seen raise up people in a viral video on societal culture medium. # middaynews # miraroad # mumbainews # maharashtra # bhayander # rammandir""]",1
"['According to the data revealed in the public opinion poll parrot of C - Voter, the wind of Congress is visible in Punjab. If elections were held today in the 13 Lok Sabha seats of Punjab, BJP would have got 0 - 2 seats, Intercourse would have got 5 - 7 seats, Aam Aadmi Party would consume get 4 - hexad seats Shiromani Akali Dal would have got 0 - 2 bottom. # LoksabhaElection2024']",1
"['Real well said, when a leader couldnt win an election why same somebody be given back to back charge. Kumari seilja should have focussed on upcoming haryana election. Strange to see. Pilot should hv been entrusted Raj to consolidate for Lok sabha @ RahulGandhi']",1
"[""Dear Mr. Senthil. .. do you need all these. . we are living in 2024. . common change yourself. . this personify not 1980 ' due south or 1990 ' s to urinate people consider your propaganda. . any way people of Dharmapuri district know what to do in coming Loksabha elections.""]",1
"[""BJP suspended 47 military policeman ' s from Loksabha and 34 MP ' southward from Rajyasabha. Full eighty one military police ' s they suspended bcoz all were asking question on parliament security. First he purchased Media and when MP ' s start questioning, He suspended MP ' s also. Tanashah ek Darpok aadmi hai. ..""]",1
"[""Unity express my earnest gratitudes to @ IYCKarnataka for showing faith upon me and appoint me as Incharge for juvenility Congress social medium for Uttarakannada and shivamogga Parliament Loksabha election - 2024. Thank you for giving maine this responsibility & I ' ll fulfill it with utmost earnestness and loyalty. # nimmapavan # YuvaKarnataka""]",1
"[""There be total 48 Lok Sabha seats in Maharashtra. Here Congress + seems to have the upper hired man. If Lok Sabha elections were held in Maharashtra today, then according to the poll, BJP + would have got 19 - twenty one seats Congress would have got 26 - 28 seats and others would have get under one's skin 0 - 2 seats. (C voters survey )""]",1
"[""Which questions, you people ask in the Parliament and Modi didn ' t do, let country wants to know. Let us come with inclination from loksabha and Rajyasabha chairperson office.""]",1
"[""@ sherryontopp @ INCIndia @ RahulGandhi Instead of blindly announcing # MinimumIncomeGuarantee as a reward for deliver the goods elections, a little enquiry on what happen in # Republic of venezuela would have helped! We desire ' pro - gress ', not ' bunco - gress ' in #! @ BJP4India @ PMOIndia @ narendramodi""]",1
"['Once A Lion Announced He Testament Distribute Free people Woolen Shawls If He Is Elected King Of the Jungle. Matchless Sheep Who Was His Booster Asked "" Where Will The Wool Come From? "" Panthera leo laugh # MinimumIncomeGuarantee # NaMo2019 # NarendraModi # ShutDaFakeUp # ApnaVoteSahiHathMeDijiye']",1
['RT @ brijdutt: Salutations to the loss leader world health organization suppose for the Poor The great unwashed of India @ RahulGandhi islamic group unlike the Chowkidar world health organization has been busy doin …'],1
"['Some Dehati guys were drinking in forest near a river in Ramnagar, Uttarakhand. A forest guard named Virendra Chauhan asked them to stop over drinking / partying & exit the area. These Dehatis threatened the forest guard by saying they are "" Jaat "" and they will kill him & bury him. Later, they suffice beat him up very badly. Virendra Chauhan \' s only mistake was that he comprise doing his duty diligently. But, dehatis hatred people similar him.']",0
"[""A Pakistani citizen residing in Canada, Muhammad Shahzeb Khan, 20, also known as Shahzeb Jadoon, was hold on Sept. 4 in Canada in connection with a charge filed in the Southern District of New York. Khan was allegedly determined to kill Jewish mass here in the United States, nearly one year after Hamas ’ horrific attack on Israel. Canada acts quickly when the U. S. presents evidence of a terrorist sympathiser residing on Canadian grime, gathered via social media chats and posts. The same Canada won ' t bat an eyelid when Khalistanis put up posters calling for the ASSASSINATION of Indian officials, including the Prime Minister, and circulate posters that read ' KILL INDIA '. Both case on Canadian soil, and look at the stark departure in response. Canada ' s hypocrisy possess been proven yet again.""]",0
"['lsIamists kill Yezidis in Iraq and Syria. lsIamists kill Christians in Nigeria and Pakistan. lsIamists kill Hindoo in Bangladesh. lslamists obliterate Jews in Israel. lslamists kill in Europa. lslamists defeat in US and Russia. lslamism kill, lsIamists are a outstanding danger to any social club!']",0
"[""Nothing to encounter here, just the Ukrainians rocket a random intersection in Belgorod to kill and terrorize civilians. If the Russians did this we ' d sustain a hebdomad of international execration, sob - story news articles and deranged c. w. post on this website. Ukraine? Oscitance.""]",0
['BREAKING: shooter killing THREE ISRAELIS astatine boundary line crossway Angstrom unit gunman from Jordan kill three Israeli civilians at the Allenby Bridge borderline before being shoot by security forces.'],0
"['Islamist killed Utsav mondal in front of police and Army. . "" After kill him, One of the main incriminate has posted on his societal media, Helium is so proud of this. . This be what they memorise from islam? "" To kill innocent # HindusUnderAttack # Bangladeshindus']",0
"['Lebanese terror group Hezbollah kills at least 9 children, critically injures over 20 others during a rocket flack on a nestling ’ s resort area and soccer field in Northern Israel. The rockets struck the Druze ithiel town of Majdal Postiche.']",0
"[""These hate crimes live the new normal in. Forget medium describe operating room having a argumentation on such hate crimes. News Channels, their anchors don ' t even tweet on these issues. Moo cow vigilante Rocky Rana from Delhi regularly shares violent videos on fb of attacking people who he alleges cost Cow Transporters. There are multiple cases against him. But he continues to attack Minorities because he knows he won ' thyroxin be arrested. # BJPSadasyata2024 @ sudhirchaudhary @ DelhiPolice # VijayawadaFloods # happybirthdaypspk""]",0
"['BHAKTS & SANGHIS were bragging about Hindoo safety in some strange Bangladesh, but this be how they handle our Citizen. We are tire out of this routine HATE PATTERNS before every Election. Time we kick taboo BJP permanently.']",0
['Honey Sir @ adilabad_sp Please take strict action against this hate monger who is trying to spread hatred between Hindu and Muslim biotic community. Atomic number 2 comprise continuously break the conditions lay by Telangana High school Court. Cc: @ DCPWZHyd @ TelanganaDGP @ KTRBRS @ CPHydCity @ hydcitypolice.'],0
"['We should start calling them IDIOTS & bar calling them BHAKTS. Marvel how HINDUS sentiments are not anguish when bigot & hatred MONGERS are called BHAKTS, a pious tidings in HINDUISM.']",0
['Sachin rooter hate him because he made people draw a blank Sachin Dhoni buff detest him because he made people realise it ’ s tough to grade runs than steal credits Rohit fan hate him because he establish Rohit irrelevant You retweets and likes won ’ t variety the stats and the influence'],0
"['Ex - CM of United Andhra Pradesh (Telangana + Andhra Pradesh) # KiranKumarReddy link up BJP, Atomic number 2 sent Akbar Uddin Owaisi to Gaol and made him use wheelchair & d * * pers to get Bail in Hate Speech Event.']",0
"[""Hindoo goons leave ne'er celebrate their festival without spread hate and without harassment women of other religion. Happened on woman ' s day. No women is safe in # BJP government Shame on # NarendraModi""]",0
"['We wish there shall be no bookman like you (MBBS MD Community ), who abuse the TEACHER (MSc Medical Postgraduate teachers) who teach you. We wish there shall be no TEACHER like you (MBBS MD community ), who abuse the STUDENTS (MSc Medical Postgraduate students) whom they taught. We wish there shall be no REGULATORY BODY like you (the National Medical Commission ), who abuse the SKILLED HUMAN RESOURCE (MSc Medical Postgraduate Teachers) whom they created, produced and relied upon for decades. We like there shall be no BUSINESSMAN like you (the Pvt. medical college managements ), who abuse (conduct MSc Medical Postgraduate Courses at extraordinary course fee, Recruit MSc Medical checkup Postgraduate Teachers at bonded labor wages) the one they depend upon to run their business. We wish there shall be no NEXUS same you, that demeans, defames and destructs the TEACHER on whom your foundations are laid. We wish you # StopAbuseofMScMedicalPostgraduateTeachers We wish it had been a # HappyTeachersDay # TeachersDay # DrSarvepalliRadhakrishan # TeachersDay2024 # MedX # MedTwitter']",0
"['# Asifabad: Communal tensions flared in # Jainoor, when 2000 - strong pack attacked Muslim - owned properties follow # SexualAssault of a tribal woman by # Moslem Auto driver Despite a bandh protest & initial police inaction, reinforcing stimulus were called in escalate violence # Telangana']",0
"['Violence erupts after an auto driver attempt assault on a tribal woman. Mobs point a specific biotic community, destroying Mosque, homes, vehicle, and businesses. Despite a heavy police mien, the rioting continued for hours. # Asifabad # Telangana # Violence # KumramBheemAsifabad']",0
"[""Jainoor in Asifabad district is gripped by outrage after a tribal cleaning woman was allegedly raped by an auto number one wood. The # Congress government ' s failure to protect our tribals be evident as outlawry and fury escalate. This is a stark monitor of their incompetence in safeguarding vulnerable communities.""]",0
"['Under # Congress rule, Jainoor in Asifabad district faces tumult as a tribal woman be allegedly dishonor by an auto driver. The violence and unrest that followed expose U.s. congress ’ s failure to protect our tribals and # maintainlaw and holy order.']",0
['Assault on Security department and verbal abuse on responsibility doctor of the church in a govt hospital. .. . @ HarishRaoOffice @ HarishRaoTrs'],0
"['In the hill of Manipur, a storm of hate and violence get be unleashed upon the inexperienced person, defenseless tribal population.']",0
['These be scarce a few of the identifiable deaths that throw been recorded in the wake island of the violence being meted away on the tribals in Manipur!'],0
"['Every nation mustiness work untiringly to reduce significantly all forms of violence and related death rates everyplace. End abuse, exploitation, trafficking and all forms of violence against and torture of children. India embody abide with few problems simply Govt working sincerely.']",0
['Impart fury in HCU. SFI goons has attack the karyakarthas of @ abvpuoh and a tribal student belongs to Banjara community of interests. # abvphcu'],0
['Still before the university general eubstance meeting started @ abvpuoh take off their violent practice of doing scuffle and Gunda giri. Shame on you ABVP - RSS.'],0
"['# udthatelangana The root cause of furiousness and criminal learning ability of youth is the freely available inebriation. TS govt be not at all concerned, They have increased the revenue from liquor sales 300 times by open up a liquor shops at every 500 mtrs distance across Telangana']",0
"['Womanhood in our commonwealth be beaten, raped, and imperil due to the coloring material of their clothing, their short, surgery their HIJABs. We battle against them till we breathe our terminal, in Sha Allah, because the philosophy of the Hindutva is a threat to the ecology of the nation # WomansDay']",0
['Everything you say be complete rubbish.'],0
['Only a saphead would think something so silly.'],0
"['Catch represent like a fool, you ’ re block yourself.']",0
"[""Everything you do prof you ' re zilch simply a fool""]",0
"[""You ' re the biggest motley fool I ' ve of all time met.""]",0
['It ’ s tough to believe someone could represent as dopey as you.'],0
['Why be you such a chump? Do you of all time consider before you speak?'],0
['Your ideas are gooselike and pointless.'],0
['Just because things aren ’ tetraiodothyronine perfect doesn ’ thyroxine mean they aren ’ triiodothyronine beautiful. Embrace the imperfectness! # PerfectlyImperfect'],1
"[""You ' re nothing only a pile of rubbish in this world.""]",0
"['Stop spirt rubbish, no unity cares about your opinion.']",0
['Your ideas are as rubbish as you are.'],0
['You moldiness make up a fool if you think anyone cares about your opinion.'],0
"[""Stop emaciate everyone ' s time, fool.""]",0
['Just a mark would say something so ignorant.'],0
"['Mon are for refreshful starting line and new end. Get ’ s make this week count! # MondayMotivation ""']",1
['That ’ s the most rubbish thing I ’ ve ever heard'],0
['You ’ re right down rubbish at everything you try.'],0
['This whole group cost just a clump of tripe'],0
['Why manage you maintain post this rubbish online'],0
['You belong in the rubbish aba transit number with the rest of the crank.'],0
['Only somebody as rubbish as you could come upwardly with such a dumb idea.'],0
"[""You ' re such a fool, no 1 take you severely.""]",0
"['Sometimes, the little thing aim up the near way in your heart. Care for the little moments!']",1
['Entirely a fool would make such a stunned mistake.'],0
['You ’ re a over fool if you think anyone agrees with you'],0
"[""You ' re nothing but a clueless tomfool.""]",0
['A short music can grow any daylight around. What ’ s your go - to song when you need a cost increase? # MusicHeals'],1
"[""You don ’ tetraiodothyronine need to have information technology all together — just take it unity footstep at a fourth dimension. You ' ve grow this! # KeepGoing""]",1
"['Appear at you, acting like the biggest jester in the room.']",0
['No ace listens to fools similar you.'],0
['Fools similar you always break things for everyone else.'],0
['The best mornings start with a cupful of coffee and a refreshful perspective. # MorningMotivation'],1
"[""Unity can ' t conceive how much of a sucker you are.""]",0
['That feeling when you finally find out the goggle box remote after looking everyplace — information technology ’ s same deliver the goods a mini lottery!'],1
['That ’ s the near stupid idea I ’ ve ever heard.'],0
['How can mortal be thus stupid and still single valued function?'],0
['Everything you do be exactly bare stupid.'],0
"[""You ' re e'er making stupefied decisions that ruin thing for everyone.""]",0
"['Is it just maine, or make coffee gustatory sensation better on lazy Dominicus dayspring?']",1
['Solely somebody every bit stupid as you would believe that nonsense.'],0
['You ’ re too stupid to even own an notion.'],0
['Diaphragm being thence stupid and start out thinking for once.'],0
['Why manage you keep inquire such stupid questions'],0
"[""It ' s difficult to believe anyone could represent as unintelligent as you.""]",0
"[""You must live the about stupid soul I ’ ve e'er met.""]",0
"[""If dilatoriness represent an Olympic sport, Ace ' d have a gold medal by now.""]",1
"[""Pro bakshish: Smile at a stranger today. You ne'er experience whose day you ’ ll brighten!""]",1
"['That ’ s a dazed mistake, still for you.']",0
['Everything you say sounds stupefied.'],0
['Why dress you always coiffure such stupid things?'],0
"[""Solely a stupid person would mean that ' s a good approximation.""]",0
['You wee wee everything worse with your stupid action.'],0
"['Life ’ s to a fault short to hop dessert. Delicacy yourself, you deserve it!']",1
['This conversation be stupid because you assume ’ metric ton understand anything.'],0
['Your stupid behavior is block everyone around you.'],0
['Blockage score stupid excuses and face the facts.'],0
['You ’ re too stupid to figure out still the simplest thing.'],0
['such an idiot for thinking that volition knead'],0
['Cooking at base makes me feel like a chef … until I realize One draw a blank to add salt. Oops!'],1
['Solely an idiot would crap a mistake similar that.'],0
['Stop being an idiot and listen to what ’ s actually be enunciate.'],0
"[""The work did by our cm revath reddy in last 6 months equal so much appreciated by everyone. .. .. food inspections, acb offficials, hydra and many more. .. Personally don ' t flavour like depravation for straight off""]",1
['Everything you order just proves how large of an idiot you are'],0
['You ’ re the biggest idiot I ’ ve of all time forgather.'],0
['How can anyone be as much of an half wit as you?'],0
"[""In that location ’ mho something witching about sunsets — they remind us that no matter how the solar day go, there ' s dish in every ending.""]",1
['That be a dazed conclusion entirely an idiot would make.'],0
"['Remember, it ’ s okay to non have everything figured away. Life ’ s a journeying, non a race.']",1
['Why are you act as similar such an retard justly now?'],0
['You ’ re intelligibly too much of an idiot to understand this.'],0
['An moron like you will never get information technology decently.'],0
"['Arre baba, wherefore put up in line when you can online? Merely ordain grocery while sipping chai! So convenient']",1
['Republic of india is shit no single should ever natter to! !!'],0
"['Best wishes on # TeachersDay, an occasion to express gratitude to all teachers world health organization form untried minds. Tribute to Dr. Radhakrishnan on his nascence anniversary.']",1
"['If you think, you can intimidate any Telangana son / daughter by illegally arresting them and using coercion, you ’ re just another autocratic delusional fool Dileep constitute arrested purely because he questioned your Govt ’ s failure on the flood relief, he kept exposing your failure in implementing farm loan waiver, atomic number 2 put you to shame by exposing the hollowness of 6 guarantees I assure you that no matter how much you try, We will continue to question your misdeeds, your failures and all acts of omission and commission Congress Govt ’ s corruption, misdeeds and incompetence will not be forgotten by the people of Telangana']",0
"['Wah, today ’ s weather be like everlasting biryani — just the right mixing of hot and coolheaded! # MumbaiMonsoon']",1
"['Genus beta, chai without biscuits make up like cricket without Sachin — just not pure, na?']",1
['Only an idiot would argue with such obvious fact.'],0
['Only an idiot would argue with such obvious fact.'],0
"['You ’ re acting like an idiot, and information technology ’ s getting on everyone ’ s nerves.']",0
['How did you turn such a clueless idiot?'],0
"[""Stop judge to contribute; you ' re simply an idiot.""]",0
['Everything you serve is a result of your idiotic deportment.'],0
"[""Aiyyo, traffic today was so much, still Google Function got tired and state, ' Best of fortune, yaar""]",1
['Only a fool would trust something thusly laughable.'],0
"['Stop act like a soft touch, you ’ re abash yourself.']",0
"[""Everything you do professor you ' re nothing but a fool.""]",0
"[""You ' re the braggy motley fool 1 ' ve ever met.""]",0
['It ’ s operose to believe someone could be equally goosy as you.'],0
['Wherefore are you such a fool? Do you ever think before you utter'],0
['Your theme are foolish and pointless'],0
['Solely a fool would make such a dazed mistake.'],0
['You ’ re a complete fool if you remember anyone agree with you.'],0
"['You ’ re circulate rubbish, and it ’ s stimulate old']",0
['How could you equal such a mark to mess this up'],0
"['You ’ re only hither because of your sex, non because of any real accomplishment']",0
['Catch making everything about sex; information technology ’ s pathetic'],0
['It ’ s obvious you put on ’ t get it because of your gender.'],0
"['Your opinions be irrelevant, just like your sex.']",0
['Simply someone with your sexuality would say something so foolish'],0
"['You ’ re constantly bringing up sex, it ’ s disgusting and unprofessional']",0
['It ’ s no surprisal you ’ re such a unsuccessful person ease up your sex.'],0
['Plosive consonant acting like you ’ re special because of your sex.'],0
['Your whole argument follow scarce rubbish'],0
['Everything you order is absolute rubbish'],0
['Break off talking such rubbish; no unity believes you'],0
"['Iodine lowkey hate when ppl b alike "" you a uncollectible cunt fuck that nigga "" care bitch nooky my look I \' m lamentable 😂 😂 😂']",0
['That ’ s the well nigh rubbish explanation Atomic number 53 ’ ve ever so heard.'],0
['You ’ re just making a tomfool of yourself with that codswallop.'],0
['Everything you contribute is hardly rubbish and irrelevant.'],0
['I can ’ t believe you ’ re still campaign that rubbish'],0
"['The side effect of jealousy is hypocrisy. Hate is the side event of lip service. When hatred becomes unbearable, it causes distorted shape in the highly developed mind. Perhaps the reactions rump be as violent as the actions of the fierce animal that live in the forests.']",0
['happy bitches ain ’ metric ton hating & hat bitch ain ’ thymine happy! !! !! !!'],0
['Stop acting like a whore; information technology ’ s revolt'],0
"[""humanity to a char on screen: she ' s rotten, malign doesn ' mt still begin to describe her - maine: cheers to that squawk""]",0
['Only a harlot would bend so low'],0
['You ’ re just now a bawd who ’ s forever look for attention'],0
"['You hoes that don ’ triiodothyronine corresponding consecrate very a great deal pressed, Jealous, miserable']",0
['It ’ s pathetic how a good deal of a whore you ’ ve become'],0
['jealousy & bitterness truly be ugly traits. corresponding literally. acrid multitude actually always are ugly looking bitches'],0
"['People like you, with your fancy woman conduct, are the worst']",0
['Why exist you always acting comparable such a whore?'],0
['fuck u fuck slay fuck itself hate everyone'],0
['your actions are as tawdry as a whore ’ sulphur.'],0
"['Dumb dizzy posterior stud poker, friendly lying ass hoe, dumb cheating ass hoe silly toxic ass hoe lie manipulating ass hoe dreadhead, stupid fabrication piece of tail squawk LYING ASS squawk LYING opus OF SHIT tush HOE.']",0
['It ’ s no surprisal you ’ re a fancy woman; you constantly seek out the humiliated paths'],0
"['I love (Hatred) and Ane intend that actual parole - HATE - a mean ass, nasty ass, pick me ass, soulless, everything u do is calculate, eldritch ass, dismissive ass mean value lady friend kick! !! !!']",0
['ane hate this bitch all he gets personify what he wants all he amaze is shit i hate him 1 need him deadened'],0
['Wherefore do you act like such a whore all the meter'],0
['It ’ s stymie to personify associated with someone as much of a whore as you'],0
['You ’ re always making yourself look same a whore for attention.'],0
['Everyone can catch through with your whore deportment; it ’ s misfortunate.'],0
['Your actions are nothing more than what a lady of pleasure would do'],0
"['I don ’ t condone any racialism AT ALL. Iodine don ’ tonne care there is no real exceptions. Calling people of a different ethnicity of yours a slur is antiblack, do fun of their spoken language, have fun of their busted English. It ’ s not ok and I don ’ t tolerate that behavior at all.']",0
['Block feigning to be something you ’ re not; we all know you ’ re a sporting lady.'],0
"['Shocking when Muslim women say Islam values women. Yet the near common smirch from men in Muslim majority country, to women is Slut, whore, "" let me rape you "". And yet, not many Moslem Dawah gentleman\'s gentleman, would object to that. Instead aid to it by farther back such behavior.']",0
"['He initiate his abuse on a untried Sikh girl who wore a turban, he physically snipe & called her a “ fucking Muslim paki cunt ” he then he turn to my cousin and said “ you ’ re all the fuking like, you lot need to get out of my country ”']",0
"['You really need to run no further than fooling language, where “ b * tch ” accept become completely commonplace, to see how deep misogynism runs. We get into ’ t even recognise misogynistic hate speech as hatred speech.']",0
"[""I ' Mb soh SICK OF ABUSIVE UGLY ASS humankind STILL HAVING Vitamin a CAREER AFTER BEING OUTED deoxyadenosine monophosphate ABUSIVE TRASH THEY NEED TO Bel put option IN JAIL""]",0
['Acute hatred Intense jealousy Intense want to cause harm. !?!'],0
"[""I go for this sob suffers for the rest of his suffering existence and I go for he becomes someone ' s cunt in prison house""]",0
['Invidia Lust Ira Hatred Doubt Greed Enmity Revenge Green eyed monster Suspicion'],0
['i hate a bitter bitch …. jealousy and envy makes yall ugly work like yo shit dont stink'],0
['It ’ s simply therefore repetitive and shitty and tbh Ane don ’ mt seee anything happy on here It ’ s all just ire anger anger'],0
"['Brutal, sadis, racism, disgust and all form of shite on hindutva prick']",0
['No. .. .. VENGEFUL Bitterness. . misrepresented. foul and passing vindictive. .. a sick mind bent on causing harm to another charwoman with a view to take her to suicide!!'],0
"[""Oye ugly biatch, you don ' t let any tears for completely the Hindoo killed by upper caste hi dus. . proceed and rot in hell""]",0
['Someone complain in your guts or what the roll in the hay is with ya. ᐣ'],0
"[""` ` get. the. fuck. out. that ' s ⠀ ⠀ ⠀ ⠀ DISGUSTING. ` ` ⠀""]",0
['this kinda behaviour cause to embody unacceptable right (its moonblloom )'],0
['Chap you ever been then heated you pulled stunned a synonym finder'],0
"['Darn, looks similar we have an English Major over here']",0
"['irritation, uncomfortable, unpleasant, nettlesome, unpleasant. disgusting, disgusting, detestable, vomiting.']",0
['Revolting hideous reprehensible repellant divisive dangerous specimen'],0
['Revolting abhorrent reprehensible repellent divisive dangerous venal specimen'],0
"['Disheartening, disgusting, madness and angriness provoking. Just so much']",0
['Despicable disgusting inglorious dishonest unsafe divisive specimen'],0
"['who the pit are you coarse syllables volition communicate as his initial retort after refilling lungs of critical air and mark pregnant distance between them, fairly unimpressed. the cockiness stranger exude instigates nothing beyond further irritation.']",0
"[""you ' re disgusting. 1 take back both buss.""]",0
['Atomic number 2 ’ s therefore gross and nasty and tether and disgusting and awful and rubbish and refuse and Ough I need him'],0
"['One just got the look from ya that, compare to maine, only bullshit actually come out of your face']",0
"['What a repulsive, revolt, vile, sicken, repugnant, abhorrent, appalling, terrible, disgust social club.']",0
['Disgusting skanky wicked bashful slang term'],0
"['ugly, disgust, horrific, grotesque, abominable, ugly, sicken, abominable, obscene, gross, nauseating, horrific']",0
"['This f * ucking guy rope is repulsive, repugnant, offensive, obscene, disgust, vile, loathsom, frankly nauseating …. And that ’ southward, simply scratching the surface!']",0
"['A exist so mad why this beautiful hombre (yeah, atomic number 2 was such a d! ck but even fkn beautiful) was so rude to him like that. The ending of the day, atomic number 2 couldn \' t stop thinking the "" receive me out of hither ""']",0
['fuck in the altogether and nasty fuck raw and nasty roll in the hay new and nasty piece of tail raw and nasty nooky stark naked and nasty'],0
"['I sustain run out of words for this behaviour in every language. Repulsive, disgusting, repulsive, repellant, abhorrent, loathsome, repugnant, heinous, reprehensible vile, evil? I release to Sanskrit when Single can ’ t get hold a word what Iodine need to say. Even there, no word is adequate']",0
['The gunda was violent and aggressive since showtime. Daring helium mouth to me in same tone and I testament non waste a 2nd'],0
"['ugly. weird. devil. .. (try on to look up synonyms,) dreadful.']",0
['terrible atrocious dreadful awful fearful horrifying repulsive gruesome sicken rubbish single valued function'],0
"['Tour somewhere inside, brat instead of staying jazz only out of doors in the night']",0
"[""` get. the. nookie. out. that ' s ⠀ ⠀ ⠀ ⠀ DISGUSTING. ` `""]",0
['Disgusted. .. furious. .. but most of all ASHAMED. because this is hatred is what we wake up to every day. pass sink sink. .. scurvy by the day'],0
"['Why is this dude in a infirmary bed holding the newborn? Did the hospital agree to this idiotic exposure op by this Gay couple? He represent non a mother! Never will live. As a woman with children, Ane bump this disturbing and reprehensible. Abortions normalized and now this abomination.']",0
['They ’ re sick. And my marrow pause for the harm they ’ re doing to that baby. A babe involve its mother. That kid should be removed and given to a loving woman that is unable to have a baby.'],0
"['Although I ’ m a strong supporter of Trump, Ane recognize that opinions vary. I genuinely believe that when ii men or two women have enough love to adopt a child, information technology rear end conduct to a wonderful folk. I ’ ve find out many gay couples who receive stand out at parenting. I ’ m voting for Trump']",1
"['Gruesome, repulsive, disgust, disgusting … shall I hold up on?!']",0
"['Ane am a mother of three, three precious adult children who Iodine referr to as my miracles because every child is a miracle. When Single gave birth to my tertiary child, the doctor, bonk that my first deuce embody both born on their due particular date']",1
['evil evil evil doom evil fucked up malefic scary fucked up evil wickedness incubus nightmare nightmare'],0
"[""I hope you flow in love with someone who ne'er permit you fall asleep thinking you ’ re unwanted. ”""]",0
"['Single find you sicken, I find you inconsolable, I chance you invasive']",0
"[""This is the worst figure Ane ' ve seen in a piece, and i ' ll move around that disgust and soreness into art. Mark my words""]",0
"[""Felicitation to Simran Sharma as she wins a Bronze medallion in the Adult female ' s 200M T12 event at the # Paralympics2024! Her succeeder will invigorate several people. Her commitment towards excellency and skill are noteworthy.""]",1
"['Today, I would like to suck your attention to a grave concern that threatens the real spirit of our democracy and the principles of judge and equality that our nation stands for. In the last xlv days, the state of Andhra Pradesh has witnessed a series of unprecedented atrocities']",1
['carrying out follow absolutely dreadful.'],1
['That ’ s the most unspeakable idea I ’ ve ever heard.'],0
['That ’ s the most unspeakable idea I ’ ve ever heard.'],0
['You have a dreadful sense of mode.'],0
['The way you manage things make up rightfully dreadful.'],0
['You ’ re a dreadful someone to figure out with.'],0
['Everything you do is but plain dread.'],0
"['attitude follow dread, and no one wants to deal with information technology']",0
['This conversation be going in a unspeakable direction thanks to you'],1
['Your contribution to the projection was dreadful and useless.'],0
['You ’ ve made a dreadful messiness of everything you ’ ve relate'],0
['The idea are as terrible as the personality.'],0
['That was a fearful effort at solving the problem.'],0
['Always be painful at the job.'],0
['It ’ s dreadful how incapable one dismiss be.'],0
['The deportment is equally terrible as the work ethic.'],0
['How rear someone be so dreadful at everything they do?'],0
['Every decision make wrick taboo dreadful.'],0
"['The attitude is unspeakable, and it ’ s unendurable.']",0
['The presence here be simply atrocious for everyone involved.'],0
['Twist a simple project into something dead dreadful.'],0
['The public presentation was absolutely awful.'],0
